Substance,CAS,URL Link,Uses
"2,4,6-Trichlorophenol",88-06-2,https://pubchem.ncbi.nlm.nih.gov/compound/88-06-2,"Production of 2,4,6-trichlorophenol was discontinued in the United States in the 1980s."
"1,2,3-Trichloropropane",96-18-4,https://pubchem.ncbi.nlm.nih.gov/compound/96-18-4,Volatile organic compounds
"1,2,3-Trichloropropane",96-18-4,https://pubchem.ncbi.nlm.nih.gov/compound/96-18-4,Adhesives and Sealants
"1,2,3-Trichloropropane",96-18-4,https://pubchem.ncbi.nlm.nih.gov/compound/96-18-4,Paints and Coatings
Trientine hydrochloride,,,
Triforine,,,
Trilostane,13647-35-3,https://pubchem.ncbi.nlm.nih.gov/compound/13647-35-3,
Trimethadione,127-48-0,https://pubchem.ncbi.nlm.nih.gov/compound/127-48-0,
"2,4,5-Trimethylaniline and its strong acid salts",,,
Trimethyl phosphate,512-56-1,https://pubchem.ncbi.nlm.nih.gov/compound/512-56-1,
Trimetrexate glucuronate,,,
"2,4,6-Trinitrotoluene (TNT)",,,
Triphenyltin hydroxide,76-87-9,https://pubchem.ncbi.nlm.nih.gov/compound/76-87-9,
Triphenyltin hydroxide,76-87-9,https://pubchem.ncbi.nlm.nih.gov/compound/76-87-9,
Tris(1-aziridinyl)phosphine sulfide (Thiotepa),,,
Tris(2-chloroethyl) phosphate,115-96-8,https://pubchem.ncbi.nlm.nih.gov/compound/115-96-8,Flame retardants
Tris(2-chloroethyl) phosphate,115-96-8,https://pubchem.ncbi.nlm.nih.gov/compound/115-96-8,Paints and Coatings
"Tris(2,3-dibromopropyl)phosphate",126-72-7,https://pubchem.ncbi.nlm.nih.gov/compound/126-72-7,
"Tris(1,3-dichloro-2-propyl) phosphate (TDCPP)",,,
Trp-P-1 (Tryptophan-P-1),,,
Trp-P-2 (Tryptophan-P-2),,,
Trypan blue (commercial grade),,,
Unleaded gasoline (wholly vaporized),,,
Uracil mustard,66-75-1,https://pubchem.ncbi.nlm.nih.gov/compound/66-75-1,
Uracil mustard,66-75-1,https://pubchem.ncbi.nlm.nih.gov/compound/66-75-1,
Urethane (Ethyl carbamate),,,
Urethane (Ethyl carbamate),,,
Urofollitropin,146479-72-3,https://pubchem.ncbi.nlm.nih.gov/compound/146479-72-3,
Valproate (Valproic acid),,,
Vanadium pentoxide (orthorhombic crystalline form),,,
Vinblastine sulfate,,,
"Vinclozolin [basis for listing changed on November 16, 2006]",,,
Vinclozolin,50471-44-8,https://pubchem.ncbi.nlm.nih.gov/compound/50471-44-8,
Vincristine sulfate,,,
Vinyl bromide,593-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/593-60-2,Vinyl bromide is primarily used in the manufacture of flame retardant synthetic fibers
Vinyl bromide,593-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/593-60-2,Its copolymer with vinyl chloride is also used for preparing films for laminating fibers
Vinyl bromide,593-60-2,https://pubchem.ncbi.nlm.nih.gov/compound/593-60-2, as rubber substitutes.
Vinyl chloride,75-01-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-01-4,Volatile organic compounds
Vinyl chloride,75-01-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-01-4,Most of the vinyl chloride produced in the United States is used to make polyvinyl chloride (PVC)
Vinyl chloride,75-01-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-01-4,a material used to manufacture a variety of plastic and vinyl products including pipes
Vinyl chloride,75-01-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-01-4,wire and cable coatings
Vinyl chloride,75-01-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-01-4, packaging materials.
Vinyl chloride,75-01-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-01-4,Smaller amounts of vinyl chloride are used in furniture and automobile upholstery
Vinyl chloride,75-01-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-01-4,wall coverings
Vinyl chloride,75-01-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-01-4,housewares
Vinyl chloride,75-01-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-01-4, automotive parts.
Vinyl chloride,75-01-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-01-4,Vinyl chloride has been used in the past as a refrigerant.
Vinyl chloride,75-01-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-01-4,Adhesives and sealant chemicals
Vinyl chloride,75-01-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-01-4,Paint additives and coating additives not described by other categories
Vinyl chloride,75-01-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-01-4,Plastic and Rubber Products not covered elsewhere
4-Vinylcyclohexene,100-40-3,https://pubchem.ncbi.nlm.nih.gov/compound/100-40-3,Fuels and fuel additives
4-Vinylcyclohexene,100-40-3,https://pubchem.ncbi.nlm.nih.gov/compound/100-40-3,Solvents (which become part of product formulation or mixture)
4-Vinylcyclohexene,100-40-3,https://pubchem.ncbi.nlm.nih.gov/compound/100-40-3,Fuels and Related Products
4-Vinyl-1-cyclohexene diepoxide (Vinyl cyclohexenedioxide),,,
Vinyl fluoride,75-02-5,https://pubchem.ncbi.nlm.nih.gov/compound/75-02-5,
Vinylidene chloride ,,,
"(1,1-Dichloroethylene)",75-35-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-35-4,Volatile organic compounds
"(1,1-Dichloroethylene)",75-35-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-35-4,Vinylidene chloride is used as an intermediate for organic chemical synthesis.
"(1,1-Dichloroethylene)",75-35-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-35-4,Vinylidene chloride is also used in the production of polyvinylidene chloride copolymers
"(1,1-Dichloroethylene)",75-35-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-35-4,The major application of these chloride copolymers is in the production of flexible films for food packaging (SARAN® and VELON® wraps).
"(1,1-Dichloroethylene)",75-35-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-35-4,These copolymers are also used extensively in many types of packing materials
"(1,1-Dichloroethylene)",75-35-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-35-4,as flame retardant coatings for fiber and carpet backing and in piping
"(1,1-Dichloroethylene)",75-35-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-35-4,coating for steel pipes
"(1,1-Dichloroethylene)",75-35-4,https://pubchem.ncbi.nlm.nih.gov/compound/75-35-4, adhesive applications.
"Vinyl trichloride (1,1,2-Trichloroethane)",,,
Vismodegib,879085-55-9,https://pubchem.ncbi.nlm.nih.gov/compound/879085-55-9,Human drug
Warfarin,81-81-2,https://pubchem.ncbi.nlm.nih.gov/compound/81-81-2,
Wood dust,,,
"2,6-Xylidine (2,6-Dimethylaniline)",,,
Zalcitabine,7481-89-2,https://pubchem.ncbi.nlm.nih.gov/compound/7481-89-2,
Zidovudine (AZT),,,
Zileuton,111406-87-2,https://pubchem.ncbi.nlm.nih.gov/compound/111406-87-2,
